0.571339564,0.296732665,0.293193717,2
0.373405476,0.377223483,0.389179756,1
0.345368093,0.49650852,0.380453752,2
0.597311035,0.323917354,0.066317627,1
0.348844073,0.53975689,0.267015707,2
0.379832759,0.549670968,0.10122164,2
0.383964584,0.476910256,0.118673647,2
0.751729792,0.389091641,0.214659686,2
0.878439088,0.460415529,0.092495637,1
0.311067388,0.321790856,0.17452007,2
0.553369405,0.283772522,0.214659686,1
0.389244138,0.434811345,0.068062827,2
0.378717823,0.8948533,0.04886562,2
0.61537957,0.303399523,0.12390925,1
0.546155107,0.289318659,0.493891798,2
0.412559436,0.555274577,0.165794066,2
0.346646991,0.65162792,0.247818499,2
0.381341203,0.520647145,0.171029668,2
0.629283489,0.342452369,0.066317627,1
0.615773078,0.290295698,0.265270506,1
0.54444991,0.345009914,0.10122164,1
0.663354648,0.817236127,0.083769634,1
0.637940646,0.513577976,0.171029668,2
0.400655845,0.3988333,0.162303665,2
0.641515002,0.773068192,0.214659686,2
0.679521233,0.542975373,0.083769634,2
0.362485653,0.41943734,0.10122164,2
0.393966224,0.419667232,0.144851658,2
0.539432694,0.294864795,0.247818499,2
0.390391868,0.433087158,0.04886562,1
0.638989998,0.329032443,0.071553229,1
0.562518446,0.419092503,0.345549738,2
0.615445155,0.379723555,0.144851658,2
0.51487129,0.460185638,0.07504363,1
0.936842105,0.467197333,0.162303665,2
0.660895229,0.411994598,0.136125654,2
0.470601738,0.39144803,0.02617801,1
0.826856862,0.449639357,0.038394415,1
0.411510084,0.513894077,0.214659686,2
0.669650762,0.338026955,0.109947644,1
0.335792753,0.4071094,0.008726003,1
0.489949172,0.310554901,0.057591623,1
0.684899164,0.533406132,0.040139616,1
0.503459584,0.306330642,0.10122164,1
0.537596327,0.414121095,0.293193717,2
0.62610264,0.483490905,0.04886562,1
0.767863584,0.461306359,0.038394415,3
0.331857682,0.348084715,0.432809773,2
0.541957698,0.33684876,0.127399651,2
0.624299065,0.383315613,0.267015707,2
0.488768651,0.455128021,0.216404887,2
0.60724709,0.61082215,0.040139616,1
0.473946549,0.424236329,0.057591623,1
0.641810133,0.298169488,0.30017452,2
0.410526316,0.486134659,0.205933682,2
0.527693064,0.327135837,0.205933682,1
0.371995409,0.545015661,0.013961606,3
0.523954747,0.367251933,0.127399651,1
0.413903919,0.521911549,0.083769634,1
0.4974586,0.312394034,0.109947644,1
0.401967536,0.540101727,0.066317627,1
0.52559436,0.334750999,0.106457243,1
0.519691753,0.346274318,0.141361257,1
0.767568454,0.460185638,0.109947644,1
0.671782259,0.589700853,0.061082024,2
0.484964748,0.786603063,0.040139616,1
0.583439908,0.414839507,0.458987784,2
0.384587637,0.442455243,0.82547993,2
0.043876045,0.414322251,0.30017452,2
0.586719134,0.303916779,0.033158813,3
0.348483358,0.448547372,0.561954625,1
0.935005739,0.464007586,0.022687609,3
